source_player_id,source_player_name,source_team,source_position,source_minutes,source_rating,target_player_id,target_player_name,target_team,target_position,target_minutes,target_rating,overall_similarity,overall_similarity_pct,overall_feature_count,goalkeeping_similarity,goalkeeping_similarity_pct,goalkeeping_feature_count,distribution_similarity,distribution_similarity_pct,distribution_feature_count,sweeping_similarity,sweeping_similarity_pct,sweeping_feature_count,errors_similarity,errors_similarity_pct,errors_feature_count,overall_quality_similarity,overall_quality_similarity_pct,overall_quality_feature_count,defending_similarity,defending_similarity_pct,defending_feature_count,duels_similarity,duels_similarity_pct,duels_feature_count,passing_similarity,passing_similarity_pct,passing_feature_count,progression_similarity,progression_similarity_pct,progression_feature_count,security_similarity,security_similarity_pct,security_feature_count,scoring_similarity,scoring_similarity_pct,scoring_feature_count,creativity_similarity,creativity_similarity_pct,creativity_feature_count,carrying_dribbling_similarity,carrying_dribbling_similarity_pct,carrying_dribbling_feature_count,defensive_work_similarity,defensive_work_similarity_pct,defensive_work_feature_count,ball_security_similarity,ball_security_similarity_pct,ball_security_feature_count,dribbling_similarity,dribbling_similarity_pct,dribbling_feature_count,involvement_similarity,involvement_similarity_pct,involvement_feature_count
863653,Aaron Wan-Bissaka,DR Congo,D,355.0,7.001408450704226,1172773,Luis Romo,Mexico,D,268.0,6.934328358208955,0.33806792001556557,33.81,22,,,,,,,,,,,,,1.0,100.0,1,0.12813817806385253,12.81,7.0,0.3630596402725248,36.31,4.0,0.5518381433279415,55.18,4.0,0.9252549869256548,92.53,3.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,
863653,Aaron Wan-Bissaka,DR Congo,D,355.0,7.001408450704226,927407,Josip Stanišić,Croatia,D,360.0,6.725,0.33615042875474116,33.62,22,,,,,,,,,,,,,0.0,0.0,1,0.0,0.0,7.0,0.5047272072198267,50.47,4.0,0.701909222152115,70.19,4.0,0.9101676359568907,91.02,3.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,
863653,Aaron Wan-Bissaka,DR Congo,D,355.0,7.001408450704226,984419,Alistair Johnston,Canada,D,450.0,7.02,0.32361643332684914,32.36,22,,,,,,,,,,,,,1.0,100.0,1,0.0,0.0,7.0,0.09274611601703606,9.27,4.0,0.45732033156964963,45.73,4.0,0.963810593644477,96.38,3.0,0.9552900842591311,95.53,3.0,,,,,,,,,,,,,,,,,,,,,
863653,Aaron Wan-Bissaka,DR Congo,D,355.0,7.001408450704226,784677,Diney Borges,Cabo Verde,D,390.0,7.207692307692308,0.3235104835794556,32.35,22,,,,,,,,,,,,,1.0,100.0,1,0.45960165284275745,45.96,7.0,0.0,0.0,4.0,0.058621449114770345,5.86,4.0,0.8449455197935213,84.49,3.0,0.844486609289552,84.45,3.0,,,,,,,,,,,,,,,,,,,,,
863653,Aaron Wan-Bissaka,DR Congo,D,355.0,7.001408450704226,881831,Abdulelah Al-Amri,Saudi Arabia,D,240.0,7.1125,0.31903274543508475,31.9,22,,,,,,,,,,,,,1.0,100.0,1,0.28997520553620737,29.0,7.0,0.0,0.0,4.0,0.7319320103235272,73.19,4.0,0.0,0.0,3.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,
863653,Aaron Wan-Bissaka,DR Congo,D,355.0,7.001408450704226,832868,Jorge Sánchez,Mexico,D,349.0,6.702578796561604,0.31717566354820004,31.72,22,,,,,,,,,,,,,0.0,0.0,1,0.2865675767205957,28.66,7.0,0.25013441430765676,25.01,4.0,0.06213083804105527,6.21,4.0,0.9849506327619957,98.5,3.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,
863653,Aaron Wan-Bissaka,DR Congo,D,355.0,7.001408450704226,1014276,Sherzod Nasrullaev,Uzbekistan,D,180.0,6.475,0.3081558976689911,30.82,22,,,,,,,,,,,,,0.0,0.0,1,0.0,0.0,7.0,0.0,0.0,4.0,0.8735694160980443,87.36,4.0,0.16288539292314394,16.29,3.0,0.9954667431739399,99.55,3.0,,,,,,,,,,,,,,,,,,,,,
863653,Aaron Wan-Bissaka,DR Congo,D,355.0,7.001408450704226,880622,Ahmed Fatouh,Egypt,D,268.0,6.800000000000001,0.3073488286200112,30.73,22,,,,,,,,,,,,,1.0,100.0,1,0.2581468880129919,25.81,7.0,0.0,0.0,4.0,0.2927091654473839,29.27,4.0,0.46688196102706475,46.69,3.0,0.9984867037388969,99.85,3.0,,,,,,,,,,,,,,,,,,,,,
863653,Aaron Wan-Bissaka,DR Congo,D,355.0,7.001408450704226,945798,Djed Spence,England,D,402.0,6.9126865671641795,0.3038286546953339,30.38,22,,,,,,,,,,,,,1.0,100.0,1,0.6467045212336195,64.67,7.0,0.5975955436906953,59.76,4.0,0.7640771210802779,76.41,4.0,0.0,0.0,3.0,0.10984319447385384,10.98,3.0,,,,,,,,,,,,,,,,,,,,,
863653,Aaron Wan-Bissaka,DR Congo,D,355.0,7.001408450704226,929193,Maximiliano Araújo,Uruguay,D,252.0,7.35,0.2959456388707647,29.59,22,,,,,,,,,,,,,1.0,100.0,1,0.0,0.0,7.0,0.3889906705553609,38.9,4.0,0.7321529983893069,73.22,4.0,0.4610849713084768,46.11,3.0,0.998909316213846,99.89,3.0,,,,,,,,,,,,,,,,,,,,,
