player_id,player_name,position,national_team_name,matches_with_position_data,total_position_points,mean_points_per_match,median_points_per_match,weighted_mean_x,weighted_mean_y,unweighted_mean_x,unweighted_mean_y,median_x,median_y,weighted_x_std,weighted_y_std,spatial_spread,defensive_third_match_share,middle_third_match_share,attacking_third_match_share,right_wide_match_share,right_half_space_match_share,central_lane_match_share,left_half_space_match_share,left_wide_match_share,wide_lane_match_share,half_space_match_share,dominant_longitudinal_zone,dominant_lateral_lane,position_consistency_score,spatial_reliability
1119487,Nathan Ngoy,D,Belgium,4,312,78.0,79.5,38.6372,36.842,36.3326,36.7973,35.4906,36.6137,9.4607,2.442,9.7708,0.3782,0.6218,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,deeper_half,right_half_space,0.0928,0.93
936047,Khuliso Mudau,D,South Africa,4,308,77.0,80.5,39.3558,14.6325,39.3794,14.6743,39.4791,15.0095,7.6997,1.4365,7.8326,0.237,0.763,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,deeper_half,right_wide,0.1132,0.93
142622,Antonio Rüdiger,D,Germany,4,301,75.25,64.0,42.3399,64.1229,38.7235,56.1173,38.0524,56.5995,5.7612,11.155,12.5548,0.0698,0.9302,0.0,0.0,0.0,0.1993,0.8007,0.0,0.0,0.8007,deeper_half,left_half_space,0.0738,0.93
344847,Johan Mojica,D,Colombia,4,295,73.75,72.5,45.8441,85.2705,45.6935,85.387,46.6397,85.1804,4.9273,0.7473,4.9837,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,deeper_half,left_wide,0.1671,0.93
873106,Hiroki Itō,D,Japan,4,293,73.25,68.0,40.4051,83.1154,39.7637,83.0963,40.6963,83.2158,4.858,0.3907,4.8737,0.1911,0.8089,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,deeper_half,left_wide,0.1703,0.93
801411,Derek Cornelius,D,Canada,4,291,72.75,73.0,43.6581,68.1003,45.2783,67.2667,43.0672,68.0767,4.433,2.8352,5.2621,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,deeper_half,left_half_space,0.1597,0.93
147138,Pico,D,Cabo Verde,4,288,72.0,71.0,29.0878,30.5191,28.7002,30.5418,30.5499,30.6938,6.1801,3.1467,6.935,0.7222,0.2778,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,deep_build_up,right_half_space,0.126,0.93
844942,Gideon Mensah,D,Ghana,4,285,71.25,75.0,39.3288,84.707,38.3662,84.5488,40.8604,84.5644,6.0858,1.3931,6.2432,0.1825,0.8175,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,deeper_half,left_wide,0.1381,0.93
831488,Nikola Katić,D,Bosnia & Herzegovina,4,283,70.75,73.5,32.4046,30.9777,32.4228,30.7186,33.959,31.8725,4.6558,2.2562,5.1737,0.5194,0.4806,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,deep_build_up,right_half_space,0.162,0.93
1064218,Chadi Riad,D,Morocco,4,283,70.75,72.5,33.8,65.8251,34.0153,66.1444,33.7943,66.1722,2.434,2.0513,3.1831,0.2862,0.7138,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,deep_build_up,left_half_space,0.2391,0.93
142148,Sead Kolašinac,D,Bosnia & Herzegovina,4,275,68.75,72.0,42.7924,83.252,42.698,83.3665,45.2471,84.173,4.9251,2.4515,5.5014,0.0,1.0,0.0,0.0,0.0,0.0,0.2509,0.7491,0.7491,0.2509,deeper_half,left_wide,0.1538,0.93
885908,Reece James,D,England,4,272,68.0,60.0,49.65,21.6691,49.6769,22.4963,49.6535,23.4205,3.5352,3.4644,4.9497,0.0,1.0,0.0,0.3787,0.6213,0.0,0.0,0.0,0.3787,0.6213,deeper_half,right_half_space,0.1681,0.93
174975,Arthur Masuaku,D,DR Congo,4,271,67.75,60.5,41.2066,85.5022,41.6461,85.2165,41.6115,85.7785,4.4956,3.0389,5.4264,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,deeper_half,left_wide,0.1556,0.93
944068,Erik Lira,D,Mexico,4,269,67.25,61.5,47.2703,46.4989,46.8278,47.5264,48.1242,49.193,3.6166,5.9105,6.9292,0.0,1.0,0.0,0.0,0.3606,0.6394,0.0,0.0,0.0,0.3606,deeper_half,central_lane,0.1261,0.93
66492,David Alaba,D,Austria,4,267,66.75,66.5,37.7487,67.7828,37.8982,67.5449,39.0904,67.573,5.269,1.6709,5.5276,0.2846,0.7154,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,deeper_half,left_half_space,0.1532,0.93
143334,Victor Lindelöf,D,Sweden,4,266,66.5,68.0,36.1711,64.7553,36.3145,63.9243,36.422,63.0599,4.1462,8.0206,9.0289,0.2368,0.7632,0.0,0.0,0.0,0.4474,0.5526,0.0,0.0,0.5526,deeper_half,left_half_space,0.0997,0.93
1002033,Guéla Doué,D,Côte d'Ivoire,4,259,64.75,75.5,46.6896,15.9653,46.7578,15.0442,47.2948,15.172,1.852,2.4966,3.1085,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,deeper_half,right_wide,0.2434,0.93
818406,César Montes,D,Mexico,4,254,63.5,62.0,35.4252,37.6638,36.0521,37.291,33.9419,38.6063,3.9179,3.7567,5.428,0.2244,0.7756,0.0,0.0,0.6732,0.3268,0.0,0.0,0.0,0.6732,deeper_half,right_half_space,0.1556,0.93
238612,Chancel Mbemba,D,DR Congo,4,253,63.25,60.5,32.1802,30.6059,31.7808,30.0942,30.3175,30.1742,3.0134,3.5586,4.663,0.6917,0.3083,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,deep_build_up,right_half_space,0.1766,0.93
927407,Josip Stanišić,D,Croatia,4,252,63.0,63.0,41.8333,13.9718,41.9694,13.8578,42.2116,14.4563,4.0189,1.3923,4.2533,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,deeper_half,right_wide,0.1904,0.93
355492,Konrad Laimer,D,Austria,4,246,61.5,67.0,53.2126,61.6447,53.186,57.5124,57.3642,68.8288,9.1703,18.7229,20.848,0.0,1.0,0.0,0.1667,0.0,0.0,0.8333,0.0,0.1667,0.8333,central_advanced,left_half_space,0.0458,0.9236
1144138,Jordan Bos,D,Australia,4,245,61.25,51.5,54.5408,45.4106,52.9046,51.5023,52.2893,52.4116,7.1684,33.4958,34.2543,0.0,1.0,0.0,0.4367,0.1429,0.0,0.0,0.4204,0.8571,0.1429,central_advanced,central_lane,0.0284,0.922
152077,John Stones,D,England,4,245,61.25,66.0,36.0882,45.8265,30.3693,43.1255,33.4298,35.7042,7.7645,16.9304,18.6259,0.3796,0.6204,0.0,0.0,0.6694,0.0,0.3306,0.0,0.0,1.0,deeper_half,central_lane,0.051,0.922
355486,Stefan Posch,D,Austria,4,240,60.0,54.0,47.3396,16.2204,47.2408,16.6873,49.2791,16.8167,6.7166,1.5474,6.8925,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,deeper_half,right_wide,0.1267,0.914
834308,Gabriel Gudmundsson,D,Sweden,4,239,59.75,60.5,39.3987,80.0678,39.794,80.3091,39.6631,79.6921,4.1561,3.3364,5.3296,0.0,1.0,0.0,0.0,0.0,0.0,0.5481,0.4519,0.4519,0.5481,deeper_half,left_wide,0.158,0.9124
