event_id,player_id,player_name,status,point_count,method,raw_path,error
12812999,860307,Facundo Medina,downloaded,68,playwright,data/raw/player_heatmaps/match_level/12812999_860307.json,
12812999,818064,Yannick Semedo,downloaded,32,playwright,data/raw/player_heatmaps/match_level/12812999_818064.json,
12812999,895324,Alexis Mac Allister,downloaded,123,playwright,data/raw/player_heatmaps/match_level/12812999_895324.json,
12812999,901325,Nicolás González,downloaded,53,playwright,data/raw/player_heatmaps/match_level/12812999_901325.json,
12812999,889052,Willy Semedo,downloaded,29,playwright,data/raw/player_heatmaps/match_level/12812999_889052.json,
12812999,829932,Cristian Romero,downloaded,140,playwright,data/raw/player_heatmaps/match_level/12812999_829932.json,
12812999,921089,Deroy Duarte,downloaded,61,playwright,data/raw/player_heatmaps/match_level/12812999_921089.json,
12812999,906838,Kevin Lenini,downloaded,90,playwright,data/raw/player_heatmaps/match_level/12812999_906838.json,
12812999,944656,Julián Alvarez,downloaded,40,playwright,data/raw/player_heatmaps/match_level/12812999_944656.json,
12812999,1111215,Gilson Tavares,downloaded,2,playwright,data/raw/player_heatmaps/match_level/12812999_1111215.json,
12812999,1117723,Sidny Lopes Cabral,downloaded,93,playwright,data/raw/player_heatmaps/match_level/12812999_1117723.json,
12812999,1155358,Dailon Rocha Livramento,downloaded,23,playwright,data/raw/player_heatmaps/match_level/12812999_1155358.json,
12813000,155736,Maxime Crépeau,downloaded,47,playwright,data/raw/player_heatmaps/match_level/12813000_155736.json,
12812999,1094395,Hélio Varela,downloaded,35,playwright,data/raw/player_heatmaps/match_level/12812999_1094395.json,
12812999,974505,Enzo Fernández,downloaded,144,playwright,data/raw/player_heatmaps/match_level/12812999_974505.json,
12813000,539792,Ronwen Williams,downloaded,97,playwright,data/raw/player_heatmaps/match_level/12813000_539792.json,
12813000,822684,Sphephelo Sithole,downloaded,94,playwright,data/raw/player_heatmaps/match_level/12813000_822684.json,
12812999,944660,Thiago Almada,downloaded,47,playwright,data/raw/player_heatmaps/match_level/12812999_944660.json,
12813000,829207,Richie Laryea,downloaded,53,playwright,data/raw/player_heatmaps/match_level/12813000_829207.json,
12813000,837099,Aubrey Modiba,downloaded,67,playwright,data/raw/player_heatmaps/match_level/12813000_837099.json,
12813000,881117,Teboho Mokoena,downloaded,86,playwright,data/raw/player_heatmaps/match_level/12813000_881117.json,
12813000,801411,Derek Cornelius,downloaded,76,playwright,data/raw/player_heatmaps/match_level/12813000_801411.json,
