player_id,player_name,team_name,matches_with_heatmap,heatmap_point_count,grid_x,grid_y,npz_key
1022170,Evidence Makgopa,South Africa,4,119,21,14,1022170
979222,Francisco Conceição,Portugal,4,117,21,14,979222
1144687,Nestory Irankunda,Australia,4,117,21,14,1144687
1023088,Brian Gutiérrez,Mexico,4,115,21,14,1023088
106456,Enner Valencia,Ecuador,4,114,21,14,106456
221162,Juan Fernando Quintero,Colombia,4,114,21,14,221162
922573,Gabriel Martinelli,Brazil,4,106,21,14,922573
923973,Amadou Onana,Belgium,4,105,21,14,923973
1086223,Ange-Yoan Bonny,Côte d'Ivoire,4,99,21,14,1086223
859026,Amine Gouiri,Algeria,4,98,21,14,859026
918517,Benjamin Nygren,Sweden,4,92,21,14,918517
803033,Teun Koopmeiners,Netherlands,4,90,21,14,803033
1383695,Elliot Stroud,Sweden,4,89,21,14,1383695
1015261,Damián Bobadilla,Paraguay,4,88,21,14,1015261
190437,Mario Pašalić,Croatia,4,87,21,14,190437
331209,Bernardo Silva,Portugal,4,87,21,14,331209
822933,Gonzalo Montiel,Argentina,4,85,21,14,822933
864921,Eberechi Eze,England,4,84,21,14,864921
1431770,Kevin Rodriguez,Ecuador,4,84,21,14,1431770
798177,Laros Duarte,Cabo Verde,4,83,21,14,798177
1103589,Abdul Fatawu Issahaku,Ghana,4,83,21,14,1103589
209374,Nuno Da Costa,Cabo Verde,4,81,21,14,209374
877452,José Canale,Paraguay,4,76,21,14,877452
790179,Cyle Larin,Canada,4,72,21,14,790179
901891,Alexis Saelemaekers,Belgium,4,72,21,14,901891
789453,Gabriel Ávalos,Paraguay,4,70,21,14,789453
991024,Iqraam Rayners,South Africa,4,62,21,14,991024
794298,Deniz Undav,Germany,4,60,21,14,794298
990550,Zeki Amdouni,Switzerland,4,58,21,14,990550
1174937,Endrick,Brazil,4,58,21,14,1174937
910048,Brian Brobbey,Netherlands,4,55,21,14,910048
21927,Marko Arnautović,Austria,4,54,21,14,21927
1119328,Promise David,Canada,4,54,21,14,1119328
547494,Zizo,Egypt,4,53,21,14,547494
1064039,Danilo Santos,Brazil,4,53,21,14,1064039
1085400,Nico Williams,Spain,4,49,21,14,1085400
354046,Joris Kayembe,DR Congo,4,48,21,14,354046
996958,Malo Gusto,France,4,45,21,14,996958
1961596,Hamza Abdelkarim,Egypt,4,43,21,14,1961596
178963,Abdülkerim Bardakcı,Türkiye,3,342,21,14,178963
1103520,Gi-Hyuk Lee,South Korea,3,334,21,14,1103520
987650,Moisés Caicedo,Ecuador,3,331,21,14,987650
805078,Mathías Olivera,Uruguay,3,317,21,14,805078
907152,Lewis Ferguson,Scotland,3,302,21,14,907152
1091116,Arda Güler,Türkiye,3,300,21,14,1091116
791190,Rodrigo Bentancur,Uruguay,3,296,21,14,791190
1002448,Han-Beom Lee,South Korea,3,296,21,14,1002448
881117,Teboho Mokoena,South Africa,3,294,21,14,881117
896569,Kim Min-jae,South Korea,3,287,21,14,896569
859025,Aurélien Tchouaméni,France,3,285,21,14,859025
979480,Willian Pacho,Ecuador,3,281,21,14,979480
889689,Hwang In-beom,South Korea,3,279,21,14,889689
847467,Marin Pongračić,Croatia,3,272,21,14,847467
1105688,José Córdoba,Panama,3,267,21,14,1105688
1118177,Tarik Muharemović,Bosnia & Herzegovina,3,267,21,14,1118177
1002620,Marko Stamenić,New Zealand,3,255,21,14,1002620
924889,Sebastián Cáceres,Uruguay,3,246,21,14,924889
856250,Ladislav Krejčí,Czechia,3,244,21,14,856250
917087,Kang-in Lee,South Korea,3,243,21,14,917087
880622,Ahmed Fatouh,Egypt,3,242,21,14,880622
1013842,Emmanuel Agbadou,Côte d'Ivoire,3,237,21,14,1013842
831781,Ghislain Konan,Côte d'Ivoire,3,236,21,14,831781
937937,Gonzalo Plata,Ecuador,3,231,21,14,937937
871886,Ao Tanaka,Japan,3,230,21,14,871886
1381224,Merchas Doski,Iraq,3,227,21,14,1381224
223340,Shoja Khalilzadeh,Iran,3,226,21,14,223340
826169,Hannes Delcroix,Haiti,3,225,21,14,826169
1002837,Piero Hincapié,Ecuador,3,224,21,14,1002837
885908,Reece James,England,3,223,21,14,885908
1159759,Nathaniel Brown,Germany,3,223,21,14,1159759
1631451,Akam Hashem,Iraq,3,223,21,14,1631451
1009386,Hannibal Mejbri,Tunisia,3,222,21,14,1009386
944068,Erik Lira,Mexico,3,220,21,14,944068
1167100,Finn Surman,New Zealand,3,220,21,14,1167100
839493,Amir Murillo,Panama,3,219,21,14,839493
839638,Ricardo Adé,Haiti,3,219,21,14,839638
1110369,Martin Expérience,Haiti,3,217,21,14,1110369
1117723,Sidny Lopes Cabral,Cabo Verde,3,215,21,14,1117723
316148,Thomas Partey,Ghana,3,213,21,14,316148
822684,Sphephelo Sithole,South Africa,3,213,21,14,822684
74545,Leandro Bacuna,Curaçao,3,210,21,14,74545
795696,Jack Hendry,Scotland,3,210,21,14,795696
965778,Arthur Theate,Belgium,3,210,21,14,965778
358822,Rustam Ashurmatov,Uzbekistan,3,209,21,14,358822
